MOUSE MICROSAT DATA FOR RST ANALYSIS
5
20
8
20
20
20
20
20
20
20
20
6_86
2
86
6_166
2
166
6_138
2
138
6_296
2
296
6_157
2
157
POS
131 131 134 134 133 133 96  96  206 206
131 131 134 134 133 133 96  96  206 206
129 131 96  134 117 133 96  102 206 218
131 131 134 134 133 137 96  96  206 206
131 131 134 134 133 137 96  96  206 206
131 131 134 134 133 133 96  96  206 206
131 131 134 134 133 133 96  96  206 206
131 131 134 134 133 133 96  96  206 206
131 131 134 134 133 133 96  96  206 206
131 131 134 134 133 133 96  96  206 206
131 131 134 134 133 133 96  96  206 206
131 131 134 134 133 133 96  96  206 206
131 131 134 134 133 133 96  96  206 206
131 131 134 134 133 133 96  96  206 206
131 131 134 134 133 133 96  96  206 206
131 131 134 134 133 133 96  96  206 206
131 131 134 134 133 133 96  96  206 206
131 131 134 134 133 133 96  120 206 206
131 131 134 134 129 129 96  96  206 206
129 129 134 134 129 133 96  96  206 206
ST1
131 133 106 138 117 125 94  94  206 218
115 131 136 138 125 137 94  110 210 212
123 123 134 134 129 129 108 108 214 214
125 131 102 134 121 129 98  106 206 216
105 123 134 134 129 129 92  108 210 214
105 115 134 138 129 137 92  94  212 214
105 131 134 136 125 129 92  110 210 212
105 105 134 134 129 129 92  92  210 210
105 105 106 106 129 129 110 110 214 214
105 115 106 138 129 137 94  110 212 214
105 105 106 134 129 129 92  110 210 214
115 115 138 138 137 137 94  94  212 212
105 105 106 106 129 129 110 110 214 214
105 105 106 134 129 129 92  110 212 214
105 115 134 138 129 137 92  94  210 212
131 131 136 136 125 125 110 110 210 210
131 131 136 136 125 125 110 110 210 210
105 105 134 134 129 129 92  92  210 210
105 105 134 134 129 129 92  92  210 214
131 131 136 136 125 125 110 110 210 210
CRE
129 131 134 136 125 129 94  94  212 216
131 131 136 136 113 129 94  94  214 216
131 131 136 138 113 117 94  114 216 218
131 131 136 136 113 129 94  94  214 216
131 131 136 136 129 129 94  94  214 214
129 129 96  96  113 117 102 102 214 218
131 131 136 136 125 125 94  94  216 216
129 131 136 136 125 125 94  94  216 216
131 131 136 136 125 125 94  94  216 216
129 131 136 136 125 125 94  94  216 216
133 135 134 136 121 129 94  94  212 216
119 125 134 134 117 125 92  94  194 210
129 129 136 136 125 125 94  94  216 216
131 131 136 136 125 125 94  94  216 216
131 131 136 136 125 125 94  94  216 216
131 131 136 136 125 125 94  94  216 216
129 131 136 136 125 125 94  94  216 216
129 131 136 136 125 125 94  94  216 216
131 131 136 136 125 125 94  94  216 216
129 131 102 106 129 129 94  100 214 214
GAL
129 129 96  96  113 117 102 106 214 218
0   0   0   0   0   0   0   0   212 212
129 129 96  96  117 117 102 102 218 218
133 133 110 136 117 125 94  114 212 216
117 133 106 110 125 129 112 114 212 216
133 133 136 136 117 117 94  94  212 212
133 133 110 136 117 125 94  114 212 216
127 133 104 110 125 125 102 114 212 216
117 133 106 136 117 129 94  112 212 212
133 133 110 136 117 125 94  114 212 216
117 129 104 106 121 129 94  108 206 212
129 129 106 106 129 129 94  94  216 216
129 135 106 106 117 129 94  94  206 210
129 129 106 106 129 129 94  94  206 206
117 131 104 134 129 129 94  94  200 216
119 131 104 106 129 133 94  114 200 210
129 137 106 108 125 129 94  118 206 218
117 129 102 106 129 129 94  100 216 218
117 117 106 106 125 125 94  108 214 216
131 131 104 104 129 133 94  94  200 212
BIN
129 129 104 104 151 151 94  94  206 206
129 129 96  96  117 117 102 102 218 218
129 133 100 102 121 143 94  118 206 216
129 129 104 104 151 151 94  94  206 206
129 129 104 104 151 151 94  94  206 206
129 129 104 104 151 151 94  94  206 206
129 129 104 106 121 151 94  94  206 210
129 129 104 104 151 151 94  94  206 206
129 133 102 104 121 151 94  118 206 216
129 129 136 136 125 125 94  94  216 216
129 129 102 106 113 133 94  100 210 214
129 129 104 134 125 129 94  96  218 220
129 131 102 104 121 129 94  114 208 218
127 131 102 134 113 133 92  98  210 216
127 129 102 102 113 113 94  98  214 216
129 129 102 106 113 133 94  100 210 214
127 129 102 106 113 133 98  100 210 216
127 129 102 106 113 133 98  100 210 214
131 135 102 134 121 125 94  114 208 208
129 135 134 134 125 125 94  96  208 220
LVA
129 131 110 134 113 125 94  96  212 216
133 133 134 134 133 133 96  96  212 212
133 133 134 134 133 133 96  96  212 212
133 133 134 134 133 133 96  96  212 212
131 133 134 134 113 133 96  96  212 212
133 133 134 134 133 133 96  96  212 212
133 133 134 134 133 133 96  96  212 212
133 133 134 134 133 133 96  96  212 212
133 133 134 134 121 121 94  94  212 212
133 133 134 134 121 133 94  96  212 212
131 131 134 134 117 117 96  120 208 208
131 131 104 104 117 117 102 102 212 212
131 131 104 134 117 117 96  102 208 212
131 131 134 134 117 117 96  96  208 208
131 131 104 104 117 117 102 102 208 212
131 131 104 134 117 117 96  102 208 212
131 131 110 110 113 113 94  94  216 216
131 131 104 104 113 113 102 102 212 212
131 131 110 110 113 113 94  94  216 216
131 131 96  134 129 129 96  96  206 216
SPT
105 137 106 134 129 137 98  108 210 210
127 137 104 134 129 129 98  100 210 210
105 137 106 134 129 137 98  108 210 212
105 137 106 134 129 137 98  108 210 210
137 137 134 134 107 129 98  100 208 210
123 137 134 134 125 133 96  98  206 206
141 141 100 100 133 133 98  98  194 194
137 137 134 134 129 129 114 114 206 214
135 139 104 134 133 145 98  102 212 214
141 141 100 100 133 133 98  98  194 214
141 141 102 102 125 125 108 108 210 210
131 143 100 134 97  129 98  104 202 206
141 143 106 134 129 129 100 104 202 210
125 131 100 134 125 133 98  112 200 202
125 141 100 106 129 133 98  100 202 206
137 137 132 132 129 129 96  96  204 206
135 139 102 134 133 145 108 110 210 210
141 141 132 134 133 133 96  104 204 206
141 141 132 134 125 125 96  104 204 206
131 143 102 132 97  129 96  98  204 210
ST2
127 131 102 102 117 125 98  100 208 216
133 133 100 100 137 137 100 100 196 196
137 137 138 138 117 117 94  94  210 216
133 137 100 134 117 117 94  108 198 216
133 137 102 134 125 129 92  100 208 214
137 137 102 102 125 125 98  98  210 210
127 127 102 102 125 125 100 100 196 196
137 137 102 138 117 125 94  98  210 216
131 131 102 102 117 117 98  98  214 216
137 137 102 138 117 125 94  98  210 216
137 137 138 138 117 117 94  94  216 216
