Conversion of an object of class 'genind' into a GENEPOP file with the package 'graph4lg'      
C3L60, C3L117, C3L149, C3L221, C3L269, C3L265 
Pop      
CHPO_MIG2, 162162 153153 138146 148148 128130 154158
CHPO_MIG3, 162162 153153 140146 148148 128128 150158
CHPO_MIG5, 162162 153153 138138 148148 130130 154154
CHPO_MIG6, 162162 153153 138138 148148 130130 154154
CHPO_MIG7, 162162 153153 138138 148148 128130 154154
CHPO_MIG8, 162162 153153 146146 148148 128128 158158
CHPO_MIG9, 162162 153153 138146 148148 128130 154158
CHPO_MIG10, 162162 153153 138146 148148 128130 154158
CHPO_MIG13, 162162 153153 138146 148148 128130 154158
CHPO_MIG16, 162162 153153 146146 148148 128128 158158
CHPO_MIG4, 162162 153153 138138 148148 130130 154154
CHPO_MIG11, 162162 153153 138138 148148 128130 154154
CHPO_MIG14, 162162 153153 138146 148148 128130 154158
CHPO_MIG17, 162162 153153 138140 148148 128130 158158
CHPO_MIG19, 162162 153153 146146 148148 128128 158158
CHPO_MIG21, 162162 153153 138150 148148 128128 154158
CHPO_MIG22, 162162 153153 138146 148148 128128 154158
CHPO_MIG24, 162162 153153 138140 148148 128130 150154
CHPO_80, 162162 153153 138138 148148 130130 154154
CHPO_81, 162162 153153 138138 148148 130130 154154
Pop      
IBIN_251, 162162 153153 150150 146146 130130 150150
IBIN_252, 162162 153153 146146 148148 128128 158158
IBIN_253, 162162 153153 152156 148148 120128 148150
IBIN_256, 162162 153153 150152 146148 120130 150150
IBIN_282, 162162 153153 150150 146146 130130 150150
IBIN_283, 162162 153153 150150 146146 130130 150150
IBIN_284, 162162 153153 150150 146146 130130 150150
IBIN_285, 162162 153153 150150 146146 130130 150150
IBIN_286, 162162 153153 150154 146146 130130 150150
IBIN_288, 162162 153153 146146 148148 132132 150150
IBIN_CAS63_05, 162162 153153 152160 148148 116128 150152
IBIN_CAS69_05, 162180 153155 111156 146148 116124 150150
IBIN_CAS80_05, 162180 153155 111160 148148 124128 150150
IBIN_CAS81_05, 162162 153153 152156 146148 116116 150152
IBIN_CAS82_05, 162162 153153 152152 148154 116118 150152
IBIN_CAS83_05, 162162 153153 152160 148154 118128 150150
IBIN_CAS84_05, 162162 153153 152160 148148 116128 150152
IBIN_CAS85_05, 162162 153153 152160 148148 116128 150152
IBIN_CAS87_05, 162162 153153 156160 146148 116128 150150
