Conversion of an object of class 'genind' into a GENEPOP file with the package 'graph4lg'          
C1L317, C1L64, C1L316, C1L58, C1L295, C6L86, C6L166, C6L138, C6L296, C6L157 
Pop          
CHPO_MIG2, 104104 118118 144144 264264 194198 131131 134134 133133 096096 206206
CHPO_MIG3, 104106 114114 142144 264272 196198 131131 134134 133133 096096 206206
CHPO_MIG5, 104104 114114 142142 264264 194200 129131 096134 117133 096102 206218
CHPO_MIG6, 104104 114114 142142 264264 194194 131131 134134 133137 096096 206206
CHPO_MIG7, 104104 114114 142142 264272 194196 131131 134134 133137 096096 206206
CHPO_MIG8, 104104 118118 144144 264264 198198 131131 134134 133133 096096 206206
CHPO_MIG9, 104104 118118 144144 264264 194198 131131 134134 133133 096096 206206
CHPO_MIG10, 104104 118118 144144 264264 194198 131131 134134 133133 096096 206206
CHPO_MIG13, 104104 118118 144144 264264 194198 131131 134134 133133 096096 206206
CHPO_MIG16, 104104 118118 144144 264264 198198 131131 134134 133133 096096 206206
CHPO_MIG4, 104104 118118 144144 264264 194194 131131 134134 133133 096096 206206
CHPO_MIG11, 104104 114118 142144 264272 194196 131131 134134 133133 096096 206206
CHPO_MIG14, 104104 118118 144144 264264 194198 131131 134134 133133 096096 206206
CHPO_MIG17, 104106 114114 142142 264272 194196 131131 134134 133133 096096 206206
CHPO_MIG19, 104104 118118 144144 264264 198198 131131 134134 133133 096096 206206
CHPO_MIG21, 104104 114118 142144 264272 196198 131131 134134 133133 096096 206206
CHPO_MIG22, 104104 114118 142144 264272 196198 131131 134134 133133 096096 206206
CHPO_MIG24, 104106 114118 142144 264272 194196 131131 134134 133133 096120 206206
CHPO_80, 104106 114114 142142 264264 194194 131131 134134 129129 096096 206206
CHPO_81, 104104 114114 142142 264264 194194 129129 134134 129133 096096 206206
Pop          
IBIN_251, 106106 114114 142148 260264 192196 129129 104104 151151 094094 206206
IBIN_252, 104104 114118 144144 264264 194194 129129 096096 117117 102102 218218
IBIN_253, 106108 114116 144148 260262 192198 129133 100102 121143 094118 206216
IBIN_256, 102106 114114 146148 260260 192196 129129 104104 151151 094094 206206
IBIN_282, 106106 114114 148148 260260 192192 129129 104104 151151 094094 206206
IBIN_283, 102106 114114 146148 260260 192196 129129 104104 151151 094094 206206
IBIN_284, 102102 114114 146146 260260 196196 129129 104106 121151 094094 206210
IBIN_285, 102106 114114 146148 260260 192196 129129 104104 151151 094094 206206
IBIN_286, 102106 114114 146148 260260 192196 129133 102104 121151 094118 206216
IBIN_288, 102102 118118 144144 262262 174174 129129 136136 125125 094094 216216
IBIN_CAS63_05, 104108 114114 142148 262266 0NA0NA 129129 102106 113133 094100 210214
IBIN_CAS69_05, 106112 114114 142148 264268 184184 129129 104134 125129 094096 218220
IBIN_CAS80_05, 104106 114114 142148 256268 176184 129131 102104 121129 094114 208218
IBIN_CAS81_05, 104108 114114 142148 264266 196196 127131 102134 113133 092098 210216
IBIN_CAS82_05, 102108 114114 142148 266270 196196 127129 102102 113113 094098 214216
IBIN_CAS83_05, 102104 114114 142142 264270 196196 129129 102106 113133 094100 210214
IBIN_CAS84_05, 102104 114114 142142 262270 196196 127129 102106 113133 098100 210216
IBIN_CAS85_05, 102104 114114 142142 262270 196196 127129 102106 113133 098100 210214
IBIN_CAS87_05, 106112 114114 142148 264268 184184 131135 102134 121125 094114 208208
IBIN_CAS88_05, 112116 114114 134148 258264 178178 129135 134134 125125 094096 208220
Pop          
ICRE_SERI1, 102120 114114 144146 264268 190190 129131 134136 125129 094094 212216
ICRE_SERI2, 120120 114114 144144 260264 190198 131131 136136 113129 094094 214216
ICRE_SERI3, 102124 114114 144144 264264 194194 131131 136138 113117 094114 216218
ICRE_SERI4, 102124 114114 144144 260264 194198 131131 136136 113129 094094 214216
ICRE_SERI5, 120120 114114 144144 260260 198198 131131 136136 129129 094094 214214
ICRE_249, 104104 118118 144144 264264 194194 129129 096096 113117 102102 214218
ICRE_250, 102102 114114 142142 262262 198198 131131 136136 125125 094094 216216
ICRE_255, 102102 114118 142144 262262 174198 129131 136136 125125 094094 216216
ICRE_275, 102102 114114 142142 262262 198198 131131 136136 125125 094094 216216
ICRE_276, 102102 114118 142144 262262 174198 129131 136136 125125 094094 216216
ICRE_Feng1, 102104 114118 144148 264268 192196 133135 134136 121129 094094 212216
ICRE_Feng2, 102108 114114 142144 266268 192196 119125 134134 117125 092094 194210
ICRE_Pedr1, 102102 118118 144144 262262 174174 129129 136136 125125 094094 216216
ICRE_Pedr2, 102102 114114 142142 262262 198198 131131 136136 125125 094094 216216
ICRE_Pedr3, 102102 114114 142142 262262 198198 131131 136136 125125 094094 216216
ICRE_Pedr4, 102120 114118 142144 262262 174198 131131 136136 125125 094094 216216
ICRE_Pedr5, 102120 114118 142144 262262 174198 129131 136136 125125 094094 216216
ICRE_Pedr6, 102102 114118 142144 262262 174198 129131 136136 125125 094094 216216
