Conversion of an object of class 'genind' into a GENEPOP file with the package 'graph4lg'     
C1L317, C1L64, C1L316, C1L58, C1L295 
Pop     
CHPO_MIG2, 104104 118118 144144 264264 194198
CHPO_MIG3, 104106 114114 142144 264272 196198
CHPO_MIG5, 104104 114114 142142 264264 194200
CHPO_MIG6, 104104 114114 142142 264264 194194
CHPO_MIG7, 104104 114114 142142 264272 194196
CHPO_MIG8, 104104 118118 144144 264264 198198
CHPO_MIG9, 104104 118118 144144 264264 194198
CHPO_MIG10, 104104 118118 144144 264264 194198
CHPO_MIG13, 104104 118118 144144 264264 194198
CHPO_MIG16, 104104 118118 144144 264264 198198
CHPO_MIG4, 104104 118118 144144 264264 194194
CHPO_MIG11, 104104 114118 142144 264272 194196
CHPO_MIG14, 104104 118118 144144 264264 194198
CHPO_MIG17, 104106 114114 142142 264272 194196
CHPO_MIG19, 104104 118118 144144 264264 198198
CHPO_MIG21, 104104 114118 142144 264272 196198
CHPO_MIG22, 104104 114118 142144 264272 196198
CHPO_MIG24, 104106 114118 142144 264272 194196
CHPO_80, 104106 114114 142142 264264 194194
CHPO_81, 104104 114114 142142 264264 194194
Pop     
IBIN_251, 106106 114114 142148 260264 192196
IBIN_252, 104104 114118 144144 264264 194194
IBIN_253, 106108 114116 144148 260262 192198
IBIN_256, 102106 114114 146148 260260 192196
IBIN_282, 106106 114114 148148 260260 192192
IBIN_283, 102106 114114 146148 260260 192196
IBIN_284, 102102 114114 146146 260260 196196
IBIN_285, 102106 114114 146148 260260 192196
IBIN_286, 102106 114114 146148 260260 192196
IBIN_288, 102102 118118 144144 262262 174174
IBIN_CAS63_05, 104108 114114 142148 262266 0NA0NA
IBIN_CAS69_05, 106112 114114 142148 264268 184184
IBIN_CAS80_05, 104106 114114 142148 256268 176184
IBIN_CAS81_05, 104108 114114 142148 264266 196196
IBIN_CAS82_05, 102108 114114 142148 266270 196196
IBIN_CAS83_05, 102104 114114 142142 264270 196196
IBIN_CAS84_05, 102104 114114 142142 262270 196196
IBIN_CAS85_05, 102104 114114 142142 262270 196196
IBIN_CAS87_05, 106112 114114 142148 264268 184184
IBIN_CAS88_05, 112116 114114 134148 258264 178178
Pop     
ICRE_SERI1, 102120 114114 144146 264268 190190
ICRE_SERI2, 120120 114114 144144 260264 190198
ICRE_SERI3, 102124 114114 144144 264264 194194
ICRE_SERI4, 102124 114114 144144 260264 194198
ICRE_SERI5, 120120 114114 144144 260260 198198
ICRE_249, 104104 118118 144144 264264 194194
ICRE_250, 102102 114114 142142 262262 198198
ICRE_255, 102102 114118 142144 262262 174198
ICRE_275, 102102 114114 142142 262262 198198
